City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
393,Koutiala,12.39,-5.46,75.6,86,65,6.13,broken clouds
394,Aurora,39.73,-104.83,96.8,8,75,8.05,broken clouds
395,Ketchikan,55.34,-131.65,60.8,87,90,4.7,overcast clouds
396,Tiznit,29.58,-9.5,89.11,27,42,1.63,scattered clouds
397,Mwense,-10.38,28.7,69.22,48,60,9.01,broken clouds
398,Adrar,20.5,-10.07,99.03,18,9,12.33,clear sky
399,Khandyga,62.67,135.6,48.0,51,97,3.56,overcast clouds
400,Arlit,18.74,7.39,88.05,39,100,20.02,overcast clouds
401,Ust-Maya,60.42,134.53,52.41,50,57,1.59,broken clouds
402,Gazojak,41.19,61.4,77.88,38,0,18.7,clear sky
403,Lanzhou,36.06,103.79,59.0,82,0,3.33,clear sky
404,Patacamaya,-17.23,-67.92,48.42,63,0,9.82,clear sky
405,Northam,51.03,-4.22,60.01,94,96,10.0,light rain
406,Narsaq,60.92,-46.05,53.6,66,8,11.41,clear sky
407,Emmett,43.87,-116.5,89.6,29,1,10.02,haze
408,Hohhot,40.81,111.65,55.4,93,90,0.78,fog
409,Senador Pompeu,-5.59,-39.37,79.09,40,56,8.16,broken clouds
410,Bayburt,40.26,40.23,46.45,80,0,1.5,clear sky
411,Anjozorobe,-18.4,47.87,50.0,93,20,5.82,few clouds
412,Yarada,17.65,83.27,82.4,94,75,3.36,mist
413,Kastamonu,41.5,33.67,55.04,84,0,0.96,clear sky
414,Puerto Narino,-3.77,-70.38,69.8,94,90,3.36,overcast clouds
415,Port Lavaca,28.61,-96.63,91.4,63,40,8.05,scattered clouds
416,Muroto,33.28,134.15,77.0,83,20,9.17,few clouds
417,Te Anau,-45.42,167.72,46.9,73,91,0.81,overcast clouds
418,Hearst,49.68,-83.67,71.87,52,78,6.4,broken clouds
419,Sept-Iles,50.2,-66.38,59.0,77,75,9.17,broken clouds
420,Bara,10.37,10.73,70.52,92,97,4.85,overcast clouds
421,Marsa Matruh,31.35,27.25,78.8,69,0,5.82,clear sky
422,Varzea Alegre,-5.35,-40.38,79.77,30,68,6.49,broken clouds
423,Pratapgarh,24.03,74.78,73.22,97,100,16.62,light rain
424,Kaoma,-14.78,24.8,58.24,43,0,6.69,clear sky
425,Port Pirie,-33.18,138.02,42.8,93,75,5.82,broken clouds
426,Bouguenais,47.18,-1.62,59.0,87,66,2.24,broken clouds
427,Garissa,-0.45,39.64,73.36,72,61,18.23,broken clouds
428,Nuzvid,16.78,80.85,78.35,90,100,0.76,light rain
429,Wanning,18.8,110.4,80.06,85,99,8.41,overcast clouds
430,Sangar,63.92,127.47,47.57,64,98,9.57,overcast clouds
431,Bangui,4.36,18.55,75.2,94,20,3.36,few clouds
432,Redlands,34.06,-117.18,100.0,37,4,10.65,clear sky
433,Masallatah,32.62,14.0,76.57,85,57,11.18,broken clouds
434,Lianzhou,24.78,112.38,78.6,85,4,0.92,clear sky
435,Kulhudhuffushi,6.62,73.07,83.43,69,65,7.11,light rain
436,Menzelinsk,55.73,53.1,57.2,100,0,6.71,fog
437,Dondo,-19.61,34.74,62.6,93,8,6.93,clear sky
438,Praia Da Vitoria,38.73,-27.07,75.2,83,20,6.15,few clouds
439,Zihuatanejo,17.63,-101.55,87.8,74,40,5.82,scattered clouds
440,Nanakuli,21.39,-158.15,89.6,52,75,6.93,broken clouds
441,Shiraz,29.6,52.54,80.6,28,3,5.32,clear sky
442,Chara,56.91,118.26,55.85,78,100,2.57,light rain
443,Brus Laguna,15.75,-84.48,84.15,78,5,7.47,clear sky
444,Henties Bay,-22.12,14.28,53.01,91,0,3.0,clear sky
445,Laguna,38.42,-121.42,98.01,11,1,9.17,haze
446,Rio Grande,-32.03,-52.1,57.99,88,0,4.0,clear sky
447,Mbumi,-7.91,39.21,71.47,83,26,2.15,scattered clouds
448,Rovereto,45.89,11.04,68.0,87,61,1.01,broken clouds
449,Thompson,55.74,-97.86,55.4,93,90,4.7,mist
450,Ketou,7.36,2.6,70.88,90,44,3.96,scattered clouds
451,Rehoboth,-23.32,17.08,52.47,41,0,5.66,clear sky
452,Jamnagar,22.47,70.07,80.91,84,100,16.51,moderate rain
453,Sokolo,14.73,-6.12,83.3,57,31,7.74,scattered clouds
454,Nishihara,26.18,127.76,80.6,88,90,24.16,thunderstorm
455,Kazerun,29.62,51.65,78.57,36,1,2.59,clear sky
456,Kaeo,-35.1,173.78,57.99,3,78,4.0,light rain
457,Yanam,16.73,82.22,77.07,93,100,2.55,overcast clouds
458,Andenes,69.31,16.12,51.8,81,100,9.17,light rain
459,Cacequi,-29.88,-54.83,56.59,79,0,11.9,clear sky
460,Mgachi,51.05,142.27,64.11,77,97,2.37,overcast clouds
461,Dhidhdhoo,6.88,73.1,82.8,71,47,7.05,light rain
462,Umm Lajj,25.02,37.27,82.92,58,0,0.45,clear sky
463,Mangai,-4.05,19.53,74.32,86,100,1.19,moderate rain
464,Lasa,46.62,10.7,57.2,82,5,5.82,clear sky
465,Port-Gentil,-0.72,8.78,78.8,78,75,12.8,broken clouds
466,Roald,62.58,6.13,48.2,76,80,16.11,light rain
467,Waddan,29.16,16.14,74.64,54,0,7.36,clear sky
468,Suez,29.97,32.53,76.32,61,0,9.73,clear sky
469,Luau,-10.71,22.22,63.55,35,11,3.24,few clouds
470,Mareeba,-17.0,145.43,64.4,59,29,10.29,scattered clouds
471,Noumea,-22.28,166.46,73.0,94,90,3.36,overcast clouds
472,Roebourne,-20.78,117.13,73.51,32,67,2.35,broken clouds
473,Ileza,61.05,43.9,59.09,91,100,7.47,overcast clouds
474,Natal,-5.79,-35.21,77.0,73,65,10.29,broken clouds
475,Prieska,-29.66,22.75,57.45,40,0,5.55,clear sky
476,Nuuk,64.18,-51.72,41.0,93,90,4.7,overcast clouds
477,Paita,-5.09,-81.11,62.67,80,2,14.92,clear sky
478,Paracuru,-3.41,-39.03,79.0,75,96,21.99,overcast clouds
479,Bam,29.11,58.36,88.34,27,76,4.38,broken clouds
480,Qasigiannguit,68.82,-51.19,44.6,65,0,3.36,clear sky
481,Guerrero Negro,27.98,-114.06,83.62,47,28,20.24,scattered clouds
482,Valparaiso,-33.04,-71.63,55.4,66,53,13.87,broken clouds
483,Fort Walton Beach,30.41,-86.62,80.6,83,75,4.7,broken clouds
484,Dukat,62.55,155.55,33.21,94,100,3.74,overcast clouds
485,San Jeronimo,-11.95,-75.28,55.2,51,27,7.38,scattered clouds
486,Darhan,49.49,105.92,54.43,86,21,2.82,few clouds
487,Mitsamiouli,-11.38,43.28,75.16,71,30,1.59,scattered clouds
488,Qabaqcol,41.72,46.26,59.0,93,90,4.7,light intensity drizzle
489,Khasan,42.43,130.64,69.66,93,100,3.89,overcast clouds
490,Elizabeth City,36.29,-76.25,84.2,79,1,11.41,clear sky
491,Rock Sound,24.9,-76.2,84.63,79,13,27.38,light rain
492,Darnah,32.77,22.64,78.51,77,0,19.35,clear sky
493,Montreal,45.51,-73.59,82.0,69,40,5.82,scattered clouds
494,Pandaria,22.23,81.42,75.04,89,35,2.39,scattered clouds
495,Bukama,-9.2,25.85,71.28,46,14,1.9,few clouds
496,La Ronge,55.1,-105.28,68.0,52,75,14.99,broken clouds
497,Husavik,66.04,-17.34,46.4,81,78,8.05,broken clouds
498,Mount Isa,-20.73,139.5,57.2,30,3,17.54,clear sky
499,Huancavelica,-12.77,-74.98,44.15,72,56,7.11,light rain
500,Rocha,-34.48,-54.33,49.21,92,0,7.72,clear sky
501,Wasilla,61.58,-149.44,63.0,82,90,4.7,light rain
502,Whitehorse,60.72,-135.05,62.6,67,75,2.24,broken clouds
503,Gunnedah,-30.98,150.25,44.6,81,0,5.82,clear sky
504,Boden,65.83,21.69,53.6,76,0,5.82,clear sky
505,Srednekolymsk,67.45,153.68,38.25,77,100,11.23,overcast clouds
506,Bambous Virieux,-20.34,57.76,71.6,78,40,16.11,shower rain
507,Skalat,49.43,25.98,69.01,73,99,3.0,light rain
508,Newtownards,54.59,-5.69,51.8,87,28,8.05,scattered clouds
509,Progreso,21.28,-89.67,87.8,62,75,6.93,broken clouds
510,Yaroslavl,57.63,39.87,60.8,93,100,2.24,light rain
511,Starominskaya,46.53,39.05,63.12,42,0,5.64,clear sky
512,Loralai,30.37,68.6,78.58,57,0,5.61,clear sky
513,Gisborne,-38.65,178.0,64.99,45,0,11.01,clear sky
514,Karaton,-6.34,106.1,78.8,78,20,2.24,haze
515,Barcelos,41.54,-8.62,70.0,88,3,4.14,clear sky
516,Byron Bay,-28.65,153.62,55.99,43,0,14.99,clear sky
517,Tatawin,32.93,10.45,82.4,58,0,5.82,clear sky
518,Helena,46.59,-112.04,91.4,17,1,17.22,clear sky
519,Alice Springs,-23.7,133.88,51.8,37,0,9.1,clear sky
520,Surt,31.21,16.59,78.62,82,0,6.73,clear sky
521,Nalut,30.33,10.85,78.19,43,0,12.68,clear sky
522,Forest Grove,45.52,-123.11,82.99,37,1,4.7,clear sky
523,Manado,1.49,124.85,73.4,88,20,1.12,few clouds
524,Goderich,43.75,-81.72,84.99,67,0,3.0,clear sky
525,Bagdarin,54.43,113.6,50.54,91,100,3.98,overcast clouds
526,Chapais,49.78,-74.85,68.0,45,1,6.93,clear sky
527,Digha,21.68,87.55,80.42,86,100,5.91,light rain
528,Adzope,6.11,-3.86,70.97,94,23,3.31,few clouds
529,Beloha,-25.17,45.05,65.16,82,0,4.59,clear sky
530,Taltal,-25.4,-70.48,51.89,78,29,1.54,scattered clouds
531,Cockburn Town,21.46,-71.14,84.43,80,100,24.11,overcast clouds
532,Mandal,25.45,74.57,76.89,90,86,7.05,moderate rain
533,Bandarbeyla,9.49,50.81,75.45,75,93,31.05,overcast clouds
534,Panguna,-6.32,155.48,73.22,90,100,1.66,overcast clouds
535,Jonkoping,57.78,14.16,54.0,93,11,10.29,few clouds
536,Popondetta,-8.75,148.25,82.76,63,98,2.48,overcast clouds
537,Tautira,-17.73,-149.15,80.6,65,75,4.7,broken clouds
538,Grand Gaube,-20.01,57.66,71.01,77,26,5.99,light rain
539,Iguatemi,-23.68,-54.56,59.9,90,0,6.76,clear sky
540,Meadow Lake,34.8,-106.54,97.0,14,75,20.8,broken clouds
541,Kahului,20.89,-156.47,91.4,52,20,24.16,few clouds
542,Constantine,36.37,6.61,71.6,73,1,2.24,clear sky
543,Kruisfontein,-34.0,24.73,55.0,84,100,1.01,overcast clouds
544,Mulege,26.88,-111.98,94.41,39,0,8.05,clear sky
545,Mae Hong Son,19.3,97.97,73.54,88,100,2.1,overcast clouds
546,Orange Cove,36.62,-119.31,91.4,52,1,3.36,haze
547,Fortuna,40.6,-124.16,66.99,72,20,13.87,few clouds
548,Mombetsu,44.35,143.35,69.35,72,95,3.02,overcast clouds
549,Ferrol,43.48,-8.24,66.99,88,10,4.7,clear sky
550,Christchurch,-43.53,172.63,53.01,93,88,9.17,overcast clouds
551,Karratha,-20.74,116.85,72.5,35,56,2.13,broken clouds
552,Mineros,-17.12,-63.23,71.6,49,0,16.11,clear sky
553,Keetmanshoop,-26.58,18.13,57.4,33,0,5.79,clear sky
554,Olga,43.74,135.29,68.58,86,91,0.74,overcast clouds
555,Maniitsoq,65.42,-52.9,45.1,88,60,5.19,broken clouds
556,Muisne,0.6,-80.03,80.6,78,75,8.05,broken clouds
557,Smirnykh,49.75,142.83,59.88,89,80,3.56,broken clouds
558,Selenginsk,52.01,106.86,57.2,93,90,4.47,overcast clouds
559,Lomza,53.18,22.06,60.94,75,65,6.73,broken clouds
560,Kolosovka,56.47,73.61,48.56,96,33,5.99,scattered clouds
561,Jalu,29.03,21.55,80.55,42,0,17.94,clear sky
562,Meulaboh,4.14,96.13,76.44,86,91,5.77,overcast clouds
563,Rio Gallegos,-51.62,-69.22,37.4,55,20,14.99,few clouds
564,Magistralnyy,56.17,107.45,54.97,86,98,3.44,light rain
565,Los Llanos De Aridane,28.66,-17.92,79.0,83,10,18.34,clear sky
566,Limon,10.0,-83.03,86.0,70,5,5.82,light rain
567,Biskamzha,53.45,89.53,49.5,90,76,3.29,broken clouds
568,Luanda,-8.84,13.23,69.8,88,75,3.36,broken clouds
569,Coruripe,-10.13,-36.18,72.81,80,17,6.55,few clouds
570,Harnosand,62.63,17.94,55.0,100,98,6.93,light rain
571,Fougeres,48.35,-1.2,60.8,77,90,5.82,overcast clouds
572,Zdvinsk,54.7,78.66,51.46,94,26,4.88,scattered clouds
573,Samarai,-10.62,150.67,76.41,75,100,14.58,overcast clouds
574,Shetpe,44.17,52.12,66.06,58,87,10.33,overcast clouds
575,Panaba,21.28,-88.27,83.7,83,84,9.75,moderate rain
576,Itoman,26.12,127.67,80.6,94,75,31.09,light intensity shower rain
577,Sorong,-0.88,131.25,77.59,89,72,7.74,broken clouds
578,Yining,29.04,114.56,79.12,83,0,1.25,clear sky
579,Pareora,-44.49,171.21,53.01,97,100,1.66,overcast clouds
580,Derzhavinsk,51.1,66.32,56.52,76,39,6.06,scattered clouds
581,Miri,4.41,114.01,73.4,100,20,3.36,few clouds
582,Rodrigues Alves,-7.74,-72.65,80.6,57,20,2.24,few clouds
583,Grants Pass,42.44,-123.33,90.0,27,1,4.7,clear sky
584,Dubti,11.74,41.09,85.14,59,60,13.44,moderate rain
585,Lincoln,40.8,-96.67,96.01,46,1,12.75,clear sky
586,Touros,-5.2,-35.46,73.4,83,20,8.05,few clouds
587,Nanyang,32.99,112.53,75.0,90,99,3.38,overcast clouds
588,Hobyo,5.35,48.53,75.56,78,34,24.14,scattered clouds
589,Fuerte Olimpo,-21.04,-57.87,69.1,67,0,4.7,clear sky
590,Sabha,27.04,14.43,79.29,28,0,8.08,clear sky
591,Bambanglipuro,-7.95,110.28,73.44,88,12,6.08,few clouds
592,Kaitangata,-46.28,169.85,53.01,91,95,17.0,overcast clouds
593,Kedrovyy,56.17,91.82,53.6,93,40,5.5,fog
594,Bulungu,-4.55,18.6,76.77,72,98,2.59,overcast clouds
595,Tshikapa,-6.42,20.8,77.05,73,100,5.66,overcast clouds
596,Cap Malheureux,-19.98,57.61,71.01,77,30,5.99,light rain
597,Sigli,5.38,95.96,78.67,79,98,3.02,overcast clouds
598,Lewisburg,35.45,-86.79,86.0,55,1,4.7,clear sky
599,Dingle,11.0,122.67,79.36,85,47,2.68,scattered clouds
600,Longjiang,47.33,123.18,66.76,88,100,1.99,overcast clouds
601,Shorapani,42.09,43.09,62.6,93,75,3.36,broken clouds
602,Gonzalez,30.58,-87.29,77.0,94,90,5.82,mist
603,Nuevo Casas Grandes,30.42,-107.92,95.0,19,19,1.01,few clouds
604,Manono,-7.3,27.42,77.81,39,77,3.38,broken clouds
605,Saint-Denis,48.92,2.33,63.0,67,95,2.24,overcast clouds
606,Butte,39.65,-121.57,99.0,19,65,8.05,haze
607,Sungairaya,0.7,108.9,77.02,89,100,3.51,overcast clouds
608,Eydhafushi,5.1,73.07,82.04,70,93,2.39,light rain
609,North Bend,43.41,-124.22,78.01,72,1,21.92,clear sky
610,Llanelli,51.68,-4.16,63.0,82,69,17.22,light rain
611,Moron,-34.65,-58.62,62.01,51,0,8.05,clear sky
612,Ofaqim,31.31,34.62,71.01,31,0,1.99,clear sky
613,Belaya Gora,68.53,146.42,39.63,71,97,9.4,overcast clouds
614,Zhigansk,66.77,123.37,42.69,80,15,17.29,few clouds
615,Shimoda,34.67,138.95,72.0,91,48,1.01,scattered clouds
616,Bardiyah,31.76,25.09,74.95,83,0,8.59,clear sky
617,Mikun,62.35,50.08,57.88,96,100,2.13,overcast clouds
618,Chai Badan,15.2,101.13,81.0,83,99,5.14,overcast clouds
619,Trinidad,-14.83,-64.9,75.2,60,0,3.78,clear sky
620,Angoche,-16.23,39.91,69.19,81,12,6.76,few clouds
621,Touho,-20.78,165.23,75.09,73,39,6.29,scattered clouds
622,Mezen,65.85,44.24,58.33,96,100,8.63,overcast clouds
623,Chunoyar,57.45,97.32,52.34,88,29,2.35,scattered clouds
624,Kirakira,-10.45,161.92,83.23,72,100,7.56,light rain
625,Kijang,35.24,129.21,77.0,83,20,4.7,few clouds
626,Kudahuvadhoo,2.67,72.89,82.36,70,91,2.04,light rain
627,Imbituba,-28.24,-48.67,60.8,93,75,4.7,broken clouds
628,Bintulu,3.17,113.03,75.2,94,40,2.24,scattered clouds
629,Salaya,22.32,69.6,81.57,83,100,17.67,moderate rain
630,Nyurba,63.28,118.33,46.27,69,0,3.83,clear sky
631,Tanggu,39.02,117.65,69.8,94,75,15.66,light intensity shower rain
632,Loiza,18.43,-65.88,84.2,83,75,11.41,light rain
633,Bima,-8.47,118.72,74.3,84,5,3.33,clear sky
634,Mugur-Aksy,50.35,90.5,41.61,69,100,1.68,overcast clouds
635,Adre,13.47,22.2,72.57,86,100,13.47,moderate rain
636,Portland,45.52,-122.68,84.0,36,20,12.75,few clouds
637,Skibbereen,51.55,-9.27,55.4,100,75,5.82,light rain
638,Altamira,-3.2,-52.21,77.0,88,40,8.05,scattered clouds
639,Paamiut,61.99,-49.67,42.4,90,8,4.9,clear sky
640,Charters Towers,-20.1,146.27,61.83,30,24,7.63,few clouds
641,Toora-Khem,52.47,96.11,43.99,82,88,3.11,overcast clouds
642,Road Town,18.42,-64.62,84.2,74,40,12.75,scattered clouds
643,Tangzhai,34.43,116.59,82.99,86,83,1.01,broken clouds
644,Khor,47.89,134.95,65.8,82,94,5.32,overcast clouds
645,Monywa,22.12,95.13,78.48,82,99,11.48,overcast clouds
646,San Andres,12.58,-81.7,86.0,74,40,4.7,scattered clouds
647,Manzhouli,49.6,117.43,60.42,81,40,7.76,scattered clouds
648,Barauli,26.4,84.58,82.36,75,8,4.14,clear sky
649,Rodez,44.5,2.58,61.0,77,43,5.82,scattered clouds
650,Yerbogachen,61.28,108.01,47.8,63,19,7.38,few clouds
651,Broken Hill,-31.95,141.43,42.8,75,14,3.36,few clouds
652,Fort Nelson,58.81,-122.7,59.0,82,75,3.36,light rain
653,Champerico,14.3,-91.92,84.2,74,75,11.41,broken clouds
654,Romny,50.75,33.47,59.94,55,0,8.66,clear sky
655,Verkhnyaya Inta,65.98,60.31,41.83,84,0,4.29,clear sky
656,Pandan,14.05,124.17,82.02,79,98,7.11,overcast clouds
657,Pangody,65.85,74.49,53.73,90,91,7.99,light rain
658,Namatanai,-3.67,152.43,82.06,75,89,5.28,light rain
659,Sayyan,15.17,44.32,68.25,52,95,0.27,overcast clouds
660,Zeya,53.75,127.27,57.61,87,100,1.57,light rain
661,Shitanjing,39.23,106.34,66.15,47,0,7.87,clear sky
662,Sassandra,4.95,-6.08,73.47,90,86,6.4,overcast clouds
663,Moussoro,13.64,16.49,78.67,78,47,9.64,scattered clouds
664,Harper,4.38,-7.72,76.59,79,97,8.75,overcast clouds
665,Nhulunbuy,-12.23,136.77,77.0,61,40,10.29,scattered clouds
666,Linqiong,30.42,103.46,71.01,100,40,6.71,light intensity shower rain
667,Saint-Louis,16.33,-15.0,87.8,62,97,2.24,overcast clouds
668,Svetlogorsk,52.63,29.73,63.77,98,98,5.12,light rain
669,Krylovskaya,46.32,39.97,62.73,48,0,6.04,clear sky
670,Romanovka,51.74,42.75,55.6,71,0,0.6,clear sky
671,Oriximina,-1.77,-55.87,82.72,54,14,2.91,few clouds
672,Skelleftea,64.75,20.95,53.6,81,53,5.82,broken clouds
673,Cabra,37.47,-4.44,79.0,39,0,4.81,clear sky
674,Lazaro Cardenas,17.96,-102.2,84.07,77,35,6.85,light rain
675,Palana,59.12,159.97,45.45,88,100,7.92,light rain
676,Jiazi,22.88,116.07,81.27,80,32,5.19,scattered clouds
677,Gunjur,13.2,-16.73,80.6,94,75,2.86,broken clouds
678,Lalpur,22.2,69.97,79.11,89,100,13.96,moderate rain
679,Hope,33.67,-93.59,93.0,42,46,3.0,scattered clouds
680,Paide,58.89,25.56,57.99,99,29,6.93,scattered clouds
681,Bada,51.39,109.87,54.54,88,96,4.09,overcast clouds
